Timestamp,Actual Az.,Actual El.,Commanded Az.,Commanded El.,Autotrack Status,Antenna Control Unit Selected Rcvr Strength (dB),Antenna Control Unit X-Band Strength (dB),Antenna Control Unit S-LHC Strength (dB),Antenna Control Unit S-RHC Strength (dB),Antenna Control Unit Rcvr 4 Strength (dB),S-Band LHCP VTR Tracking Receiver  Strength (dB),S-Band RHCP VTR Tracking Receiver  Strength (dB),Cortex CRT-XL 1 IFR1 Eb/N0 Strength (dB),Cortex CRT-XL 1 IFR2 Eb/N0 Strength (dB),Cortex CRT-XL 1 TMUB Eb/N0 Strength (dB),Cortex CRT-XL 2 IFR1 Eb/N0 Strength (dB),Cortex CRT-XL 2 IFR2 Eb/N0 Strength (dB),Cortex CRT-XL 2 TMUB Eb/N0 Strength (dB),S-Band LHCP VTR Tracking Receiver Status,S-Band RHCP VTR Tracking Receiver Status,Cortex CRT-XL 1 IFR1 PLL Status,Cortex CRT-XL 1 IFR1 Bit Sync,Cortex CRT-XL 1 IFR2 PLL Status,Cortex CRT-XL 1 IFR2 Bit Sync,Cortex CRT-XL 1 IFR3 PLL Status,Cortex CRT-XL 1 TMUA PSK Demod,Cortex CRT-XL 1 TMUA Frame Sync,Cortex CRT-XL 1 TMUA Viterbi,Cortex CRT-XL 1 TMUB PSK Demod,Cortex CRT-XL 1 TMUB Bit Sync,Cortex CRT-XL 1 TMUB Frame Sync,Cortex CRT-XL 1 TMUB Viterbi,Cortex CRT-XL 2 IFR1 PLL Status,Cortex CRT-XL 2 IFR1 Bit Sync,Cortex CRT-XL 2 IFR2 PLL Status,Cortex CRT-XL 2 IFR2 Bit Sync,Cortex CRT-XL 2 IFR3 PLL Status,Cortex CRT-XL 2 TMUA PSK Demod,Cortex CRT-XL 2 TMUA Frame Sync,Cortex CRT-XL 2 TMUA Viterbi,Cortex CRT-XL 2 TMUB PSK Demod,Cortex CRT-XL 2 TMUB Bit Sync,Cortex CRT-XL 2 TMUB Frame Sync,Cortex CRT-XL 2 TMUB Viterbi,PTP 1 Input 1 Status,PTP 1 Input 2 Status,PTP 1 Input 3 Status,PTP 1 Input 4 Status,PTP 1 Input 5 Status,PTP 2 Input 1 Status,PTP 2 Input 2 Status,PTP 2 Input 3 Status,PTP 2 Input 4 Status,PTP 2 Input 5 Status,Antenna Control Unit Selected Rcvr Strength (dBm),Antenna Control Unit X-Band Strength (dBm),Antenna Control Unit S-LHC Strength (dBm),Antenna Control Unit S-RHC Strength (dBm),Antenna Control Unit Rcvr 4 Strength (dBm),S-Band LHCP VTR Tracking Receiver Strength (dBm),S-Band RHCP VTR Tracking Receiver Strength (dBm),Cortex CRT-XL 1 IFR1 IF Level Strength (dBm),Cortex CRT-XL 1 IFR2 IF Level Strength (dBm),Cortex CRT-XL 1 IFR3 IF Level Strength (dBm),Cortex CRT-XL 2 IFR1 IF Level Strength (dBm),Cortex CRT-XL 2 IFR2 IF Level Strength (dBm),Cortex CRT-XL 2 IFR3 IF Level Strength (dBm)
2024 235 23:16:58, 336.692, 27.867,336.691, 27.867,0, 31.2,  0.2, 13.9, 31.2,  0.0, 15.5, 29.9, 16.2, 16.2, -27.3, 16.2, 16.2, -26.7, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -75.8, -106.8, -93.1, -75.8, -107.0, -113.5, -99.1, -39.0, -39.0, -103.7, -39.0, -39.0, -128.0
2024 235 23:16:59, 336.902, 28.043,336.903, 28.043,0, 31.4,  0.2, 14.8, 31.4,  0.0, 15.5, 29.9, 16.2, 16.2, -26.8, 16.3, 16.2, -26.6, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -75.6, -106.8, -92.2, -75.6, -107.0, -113.5, -99.1, -38.8, -38.8, -98.2, -38.8, -38.7, -128.0
2024 235 23:17:00, 337.119, 28.221,337.118, 28.219,0, 31.6,  0.2, 15.5, 31.6,  0.0, 15.5, 29.9, 16.2, 16.2, -25.2, 16.2, 16.2, -18.9, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -75.4, -106.8, -91.5, -75.4, -107.0, -113.5, -99.1, -38.6, -38.6, -99.1, -38.6, -38.6, -128.0
2024 235 23:17:01, 337.336, 28.398,337.336, 28.397,0, 31.8,  0.2, 16.3, 31.8,  0.0, 19.8, 30.7, 16.0, 16.1, -21.2, 16.3, 16.3, -26.1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -75.2, -106.8, -90.8, -75.2, -107.0, -109.2, -98.3, -38.4, -38.3, -97.4, -38.4, -38.4, -128.0
2024 235 23:17:02, 337.555, 28.576,337.555, 28.576,0, 32.0,  0.2, 16.9, 32.0,  0.0, 19.8, 30.7, 16.1, 16.0, -26.7, 16.2, 16.3, -26.8, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -75.0, -106.8, -90.1, -75.0, -107.0, -109.2, -98.3, -38.2, -38.2, -96.9, -38.2, -38.2, -128.0
2024 235 23:17:03, 337.779, 28.755,337.778, 28.755,0, 32.1,  0.2, 17.4, 32.1, -0.0, 19.8, 30.7, 16.1, 16.1, -27.1, 16.2, 16.2, -25.1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -74.9, -106.8, -89.6, -74.9, -107.0, -109.2, -98.3, -38.1, -38.1, -97.3, -38.1, -38.0, -128.0
2024 235 23:17:04, 338.002, 28.935,338.002, 28.935,0, 32.3,  0.2, 17.9, 32.3,  0.0, 19.8, 30.7, 16.3, 16.2, -26.6, 16.2, 16.2, -22.4, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -74.7, -106.8, -89.1, -74.7, -107.0, -109.2, -98.3, -37.9, -37.8, -97.0, -37.8, -37.9, -128.0
2024 235 23:17:05, 338.229, 29.115,338.230, 29.116,0, 32.4,  0.2, 18.3, 32.4,  0.0, 19.8, 30.7, 16.3, 16.3, -25.2, 16.4, 16.4, -24.4, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -74.6, -106.8, -88.7, -74.6, -107.0, -109.2, -98.3, -37.8, -37.7, -96.9, -37.8, -37.8, -128.0
2024 235 23:17:06, 338.460, 29.298,338.460, 29.298,0, 32.6,  0.2, 18.7, 32.6,  0.0, 22.9, 31.6, 16.3, 16.3, -26.7, 16.2, 16.3, -21.7, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -74.5, -106.8, -88.3, -74.5, -107.0, -106.0, -97.4, -37.5, -37.6, -128.0, -37.6, -37.6, -128.0
2024 235 23:17:07, 338.693, 29.480,338.693, 29.480,0, 32.7,  0.2, 19.0, 32.7,  0.0, 22.9, 31.6, 16.2, 16.2, -27.1, 16.2, 16.3, -25.6, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -74.3, -106.8, -88.0, -74.3, -107.0, -106.0, -97.4, -37.4, -37.4, -101.3, -37.5, -37.5, -128.0
2024 235 23:17:08, 338.929, 29.663,338.929, 29.664,0, 32.8,  0.2, 19.4, 32.8,  0.0, 22.9, 31.6, 16.2, 16.2, -26.5, 16.2, 16.2, -26.2, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -74.2, -106.8, -87.6, -74.2, -107.0, -106.0, -97.4, -37.3, -37.3, -98.7, -37.4, -37.4, -128.0
2024 235 23:17:09, 339.166, 29.848,339.167, 29.848,0, 32.9,  0.2, 19.8, 32.9, -0.0, 22.9, 31.6, 16.0, 16.0, -27.5, 16.0, 16.1, -26.7, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -74.1, -106.8, -87.2, -74.1, -107.0, -106.0, -97.4, -37.2, -37.2, -117.2, -37.3, -37.3, -128.0
2024 235 23:17:10, 339.409, 30.032,339.408, 30.033,0, 33.0,  0.2, 20.0, 33.0,  0.0, 22.9, 31.6, 16.3, 16.3, -22.3, 16.3, 16.3, -21.6, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -74.0, -106.8, -87.0, -74.0, -107.0, -106.0, -97.4, -37.1, -37.2, -99.9, -37.1, -37.2, -128.0
2024 235 23:17:11, 339.653, 30.218,339.652, 30.219,0, 33.0,  0.2, 20.2, 33.0,  0.0, 24.7, 32.2, 16.3, 16.4, -17.9, 16.3, 16.3, -21.3, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -74.0, -106.8, -86.8, -74.0, -107.0, -104.3, -96.8, -37.0, -37.0, -99.0, -37.0, -37.0, -128.0
2024 235 23:17:12, 339.898, 30.406,339.899, 30.406,0, 33.1,  0.2, 20.5, 33.1,  0.0, 24.7, 32.2, 16.3, 16.3, -26.9, 16.4, 16.3, -26.8, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -73.9, -106.8, -86.6, -73.9, -107.0, -104.3, -96.8, -37.0, -37.1, -100.2, -37.1, -37.1, -128.0
2024 235 23:17:13, 340.149, 30.593,340.149, 30.593,0, 33.1,  0.2, 20.6, 33.1,  0.0, 24.7, 32.2, 16.3, 16.3, -26.7, 16.3, 16.3, -10.1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -73.9, -106.8, -86.4, -73.9, -107.0, -104.3, -96.8, -37.0, -37.0, -128.0, -37.0, -37.0, -128.0
2024 235 23:17:14, 340.376, 30.764,340.377, 30.763,0, 33.1,  0.2, 20.7, 33.1,  0.0, 24.7, 32.2, 16.2, 16.2, -27.0, 16.3, 16.4, -26.3, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -73.9, -106.8, -86.3, -73.9, -107.0, -104.3, -96.8, -37.0, -37.0, -100.4, -37.1, -37.0, -128.0
2024 235 23:17:15, 340.658, 30.970,340.658, 30.971,0, 33.1,  0.2, 20.8, 33.1,  0.0, 24.7, 32.2, 16.3, 16.3, -27.0, 16.4, 16.4, -16.3, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -73.9, -106.8, -86.3, -73.9, -107.0, -104.3, -96.8, -37.0, -37.1, -97.6, -37.1, -37.1, -128.0
2024 235 23:17:16, 340.918, 31.161,340.917, 31.160,0, 33.0,  0.2, 20.8, 33.0,  0.0, 25.4, 32.3, 16.2, 16.2, -28.1, 16.4, 16.3, -22.4, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -74.0, -106.8, -86.2, -74.0, -107.0, -103.6, -96.7, -37.0, -36.9, -107.9, -37.0, -37.1, -128.0
2024 235 23:17:17, 341.180, 31.352,341.180, 31.351,0, 33.0,  0.2, 20.9, 33.0,  0.0, 25.4, 32.3, 16.2, 16.2, -18.9, 16.3, 16.3, -24.3, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -74.0, -106.8, -86.2, -74.0, -107.0, -103.6, -96.7, -37.1, -37.1, -96.3, -37.2, -37.2, -128.0
2024 235 23:17:18, 341.446, 31.542,341.445, 31.542,0, 32.9,  0.2, 20.9, 32.9,  0.0, 25.4, 32.3, 16.1, 16.1, -27.3, 16.2, 16.1, -19.3, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -74.1, -106.8, -86.1, -74.1, -107.0, -103.6, -96.7, -37.1, -37.2, -95.0, -37.4, -37.3, -128.0
2024 235 23:17:19, 341.713, 31.733,341.714, 31.734,0, 32.8,  0.2, 20.8, 32.8,  0.0, 25.4, 32.3, 16.1, 16.1, -20.6, 16.0, 16.0, -24.3, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -74.2, -106.8, -86.2, -74.2, -107.0, -103.6, -96.7, -37.3, -37.3, -94.4, -37.4, -37.4, -128.0
2024 235 23:17:20, 341.985, 31.928,341.986, 31.927,0, 32.6,  0.2, 20.8, 32.6,  0.0, 25.4, 32.3, 16.1, 16.1, -26.6, 16.0, 16.1, -25.0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -74.4, -106.8, -86.3, -74.4, -107.0, -103.6, -96.7, -37.5, -37.4, -95.8, -37.5, -37.6, -128.0
2024 235 23:17:21, 342.260, 32.121,342.261, 32.121,0, 32.5,  0.2, 20.7, 32.5, -0.0, 25.4, 31.9, 16.1, 16.1, -128.0, 16.1, 16.2, -4.8, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -74.5, -106.8, -86.3, -74.5, -107.0, -103.6, -97.1, -37.5, -37.6, -94.0, -37.8, -37.6, -128.0
2024 235 23:17:22, 342.537, 32.314,342.539, 32.315,0, 32.8,  0.2, 21.2, 32.8,  0.0, 25.4, 31.9, 21.5, 21.4, -27.9, 21.4, 21.4,  0.8, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -74.2, -106.8, -85.8, -74.2, -107.0, -103.6, -97.1, -37.9, -37.9, -94.2, -37.8, -37.8, -128.0
2024 235 23:17:23, 342.793, 32.490,342.793, 32.490,0, 32.1,  0.2, 20.4, 32.1,  0.0, 25.4, 31.9, 17.3, 17.3, -12.2, 17.4, 17.3, -6.1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -74.9, -106.8, -86.6, -74.9, -107.0, -103.6, -97.1, -38.0, -38.0, -93.7, -38.1, -38.1, -128.0
2024 235 23:17:24, 343.078, 32.686,343.078, 32.685,0, 31.9,  0.2, 20.2, 31.9,  0.0, 25.4, 31.9, 16.2, 16.2, -27.0, 16.2, 16.2, -26.7, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -75.2, -106.8, -86.8, -75.2, -107.0, -103.6, -97.1, -38.3, -38.3, -97.3, -38.3, -38.2, -128.0
2024 235 23:17:25, 343.395, 32.900,343.396, 32.901,0, 31.6,  0.2, 19.9, 31.6,  0.0, 25.4, 31.9, 16.1, 16.1, -26.6, 16.1, 16.1, -20.4, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -75.4, -106.8, -87.1, -75.4, -107.0, -103.6, -97.1, -38.5, -38.5, -94.2, -38.5, -38.5, -128.0
2024 235 23:17:26, 343.689, 33.099,343.689, 33.098,0, 31.3,  0.2, 19.6, 31.3, -0.0, 24.5, 30.9, 16.1, 16.2, -26.9, 16.0, 16.1, -20.4, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -75.7, -106.8, -87.4, -75.7, -107.0, -104.5, -98.1, -38.8, -38.7, -94.6, -38.9, -38.9, -128.0
2024 235 23:17:27, 343.986, 33.295,343.985, 33.295,0, 31.1,  0.2, 19.2, 31.1,  0.0, 24.5, 30.9, 16.2, 16.2, -12.3, 16.1, 16.1, -28.0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -75.9, -106.8, -87.8, -75.9, -107.0, -104.5, -98.1, -39.0, -39.1, -94.2, -39.1, -39.1, -128.0
2024 235 23:17:28, 344.286, 33.491,344.286, 33.493,0, 30.8,  0.2, 18.7, 30.8,  0.0, 24.5, 30.9, 15.9, 15.9, -29.4, 16.1, 16.1, -26.8, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -76.2, -106.8, -88.3, -76.2, -107.0, -104.5, -98.1, -39.4, -39.4, -95.0, -39.5, -39.5, -128.0
2024 235 23:17:29, 344.590, 33.691,344.589, 33.692,0, 30.4,  0.2, 18.2, 30.4,  0.0, 24.5, 30.9, 15.8, 15.9, -26.8, 15.8, 15.8, -26.6, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -76.6, -106.8, -88.8, -76.6, -107.0, -104.5, -98.1, -39.8, -39.8, -94.4, -39.8, -39.9, -128.0
2024 235 23:17:30, 344.898, 33.893,344.897, 33.891,0, 30.2,  0.2, 17.6, 30.2,  0.0, 24.5, 30.9, 15.6, 15.6, -27.1, 15.6, 15.7, -26.7, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -76.9, -106.9, -89.4, -76.9, -107.0, -104.5, -98.1, -40.1, -40.0, -95.1, -40.2, -40.1, -128.0
2024 235 23:17:31, 345.208, 34.090,345.209, 34.091,0, 29.9,  0.2, 17.0, 29.9,  0.0, 22.6, 29.4, 15.5, 15.5, -26.8, 15.5, 15.5, -26.8, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -77.1, -106.8, -90.1, -77.1, -107.0, -106.3, -99.6, -40.4, -40.3, -128.0, -40.4, -40.6, -128.0
2024 235 23:17:32, 345.524, 34.292,345.524, 34.291,0, 29.7,  0.2, 16.1, 29.7,  0.0, 22.6, 29.4, 15.4, 15.4, -26.9, 15.5, 15.5, -26.8, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -77.3, -106.8, -90.9, -77.3, -107.0, -106.3, -99.6, -40.5, -40.5, -94.5, -40.7, -40.7, -128.0
2024 235 23:17:33, 345.843, 34.491,345.844, 34.492,0, 29.5,  0.2, 15.1, 29.5,  0.0, 22.6, 29.4, 15.5, 15.4, -26.6, 15.5, 15.5, -26.9, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -77.5, -106.8, -91.9, -77.5, -107.0, -106.3, -99.6, -40.7, -40.8, -128.0, -40.9, -40.9, -128.0
2024 235 23:17:34, 346.167, 34.692,346.167, 34.693,0, 29.4,  0.2, 14.0, 29.4,  0.0, 22.6, 29.4, 15.6, 15.6, -24.4, 15.6, 15.7, -26.2, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -77.6, -106.8, -93.0, -77.6, -107.0, -106.3, -99.6, -40.8, -40.9, -94.4, -41.0, -41.1, -128.0
2024 235 23:17:35, 346.495, 34.893,346.495, 34.894,0, 29.3,  0.2, 12.9, 29.3,  0.0, 22.6, 29.4, 15.6, 15.6, -27.0, 15.4, 15.5, -26.1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -77.7, -106.9, -94.2, -77.7, -107.0, -106.3, -99.6, -40.9, -41.0, -128.0, -41.0, -41.2, -128.0
2024 235 23:17:36, 346.828, 35.096,346.827, 35.096,0, 29.3,  0.2, 11.5, 29.3,  0.0, 17.7, 28.6, 15.3, 15.3, -27.0, 15.2, 15.2, -19.7, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -77.7, -106.8, -95.5, -77.7, -107.0, -111.3, -100.4, -41.0, -41.0, -94.5, -41.0, -41.1, -128.0
2024 235 23:17:37, 347.163, 35.298,347.163, 35.299,0, 29.4,  0.2, 10.0, 29.4,  0.0, 17.7, 28.6, 15.1, 15.1, -27.3, 15.1, 15.1, -25.6, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -77.6, -106.8, -97.0, -77.6, -107.0, -111.3, -100.4, -40.9, -40.9, -128.0, -41.0, -41.0, -128.0
2024 235 23:17:38, 347.503, 35.500,347.503, 35.501,0, 29.6,  0.2,  8.0, 29.6,  0.0, 17.7, 28.6, 15.1, 15.1, -26.9, 15.0, 15.0, -17.4, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -77.4, -106.9, -99.0, -77.4, -107.0, -111.3, -100.4, -40.8, -40.6, -96.1, -40.7, -40.7, -128.0
2024 235 23:17:39, 347.849, 35.705,347.848, 35.704,0, 29.9,  0.2,  5.5, 29.9,  0.0, 17.7, 28.6, 14.9, 14.9, -26.7, 14.9, 15.0, -128.0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -77.2, -106.8, -101.5, -77.2, -107.0, -111.3, -100.4, -40.4, -40.6, -95.3, -40.5, -40.6, -128.0
2024 235 23:17:40, 348.196, 35.907,348.197, 35.908,0, 30.2,  0.2,  3.1, 30.2,  0.0, 17.7, 28.6, 15.0, 14.9, -32.5, 15.0, 15.0, -23.8, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -76.8, -106.8, -103.9, -76.8, -107.0, -111.3, -100.4, -40.1, -40.2, -96.8, -40.2, -40.1, -128.0
2024 235 23:17:41, 348.551, 36.111,348.551, 36.111,0, 30.5,  0.2,  0.6, 30.5,  0.0,  7.4, 29.4, 15.0, 15.0, -26.9, 15.0, 15.0, -23.2, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -76.5, -106.8, -106.5, -76.5, -107.0, -121.5, -99.6, -39.8, -39.8, -96.1, -39.9, -39.9, -128.0
2024 235 23:17:42, 348.908, 36.316,348.909, 36.315,0, 30.8,  0.2, -0.6, 30.8,  0.0,  7.4, 29.4, 15.1, 15.0, -26.9, 15.0, 15.0, -24.9, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -76.2, -106.8, -107.6, -76.2, -107.0, -121.5, -99.6, -39.5, -39.5, -128.0, -39.5, -39.5, -128.0
2024 235 23:17:43, 349.270, 36.518,349.271, 36.519,0, 31.2,  0.2,  0.8, 31.2,  0.0,  7.4, 29.4, 15.1, 15.1, -26.7, 15.1, 15.1, -21.7, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -75.9, -106.8, -106.2, -75.9, -107.0, -121.5, -99.6, -39.2, -39.2, -97.3, -39.2, -39.2, -128.0
