Timestamp,Actual Az.,Actual El.,Commanded Az.,Commanded El.,Autotrack Status,Antenna Control Unit Selected Rcvr Strength (dB),Antenna Control Unit X-Band Strength (dB),Antenna Control Unit S-LHC Strength (dB),Antenna Control Unit S-RHC Strength (dB),Antenna Control Unit Rcvr 4 Strength (dB),S-Band LHCP VTR Tracking Receiver  Strength (dB),S-Band RHCP VTR Tracking Receiver  Strength (dB),Cortex CRT-XL 1 IFR1 Eb/N0 Strength (dB),Cortex CRT-XL 1 IFR2 Eb/N0 Strength (dB),Cortex CRT-XL 1 TMUB Eb/N0 Strength (dB),Cortex CRT-XL 2 IFR1 Eb/N0 Strength (dB),Cortex CRT-XL 2 IFR2 Eb/N0 Strength (dB),Cortex CRT-XL 2 TMUB Eb/N0 Strength (dB),S-Band LHCP VTR Tracking Receiver Status,S-Band RHCP VTR Tracking Receiver Status,Cortex CRT-XL 1 IFR1 PLL Status,Cortex CRT-XL 1 IFR1 Bit Sync,Cortex CRT-XL 1 IFR2 PLL Status,Cortex CRT-XL 1 IFR2 Bit Sync,Cortex CRT-XL 1 IFR3 PLL Status,Cortex CRT-XL 1 TMUA PSK Demod,Cortex CRT-XL 1 TMUA Frame Sync,Cortex CRT-XL 1 TMUA Viterbi,Cortex CRT-XL 1 TMUB PSK Demod,Cortex CRT-XL 1 TMUB Bit Sync,Cortex CRT-XL 1 TMUB Frame Sync,Cortex CRT-XL 1 TMUB Viterbi,Cortex CRT-XL 2 IFR1 PLL Status,Cortex CRT-XL 2 IFR1 Bit Sync,Cortex CRT-XL 2 IFR2 PLL Status,Cortex CRT-XL 2 IFR2 Bit Sync,Cortex CRT-XL 2 IFR3 PLL Status,Cortex CRT-XL 2 TMUA PSK Demod,Cortex CRT-XL 2 TMUA Frame Sync,Cortex CRT-XL 2 TMUA Viterbi,Cortex CRT-XL 2 TMUB PSK Demod,Cortex CRT-XL 2 TMUB Bit Sync,Cortex CRT-XL 2 TMUB Frame Sync,Cortex CRT-XL 2 TMUB Viterbi,PTP 1 Input 1 Status,PTP 1 Input 2 Status,PTP 1 Input 3 Status,PTP 1 Input 4 Status,PTP 1 Input 5 Status,PTP 2 Input 1 Status,PTP 2 Input 2 Status,PTP 2 Input 3 Status,PTP 2 Input 4 Status,PTP 2 Input 5 Status,Antenna Control Unit Selected Rcvr Strength (dBm),Antenna Control Unit X-Band Strength (dBm),Antenna Control Unit S-LHC Strength (dBm),Antenna Control Unit S-RHC Strength (dBm),Antenna Control Unit Rcvr 4 Strength (dBm),S-Band LHCP VTR Tracking Receiver Strength (dBm),S-Band RHCP VTR Tracking Receiver Strength (dBm),Cortex CRT-XL 1 IFR1 IF Level Strength (dBm),Cortex CRT-XL 1 IFR2 IF Level Strength (dBm),Cortex CRT-XL 1 IFR3 IF Level Strength (dBm),Cortex CRT-XL 2 IFR1 IF Level Strength (dBm),Cortex CRT-XL 2 IFR2 IF Level Strength (dBm),Cortex CRT-XL 2 IFR3 IF Level Strength (dBm)
2024 235 23:14:49, 321.129, 11.299,321.130, 11.299,0, 27.5,  0.7,  7.3, 27.5,  0.0, 12.0, 26.7, 12.8, 12.8, -27.3, 12.8, 12.8, -17.7, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.6, -106.3, -99.7, -79.6, -107.0, -116.9, -102.3, -43.1, -43.1, -97.0, -43.1, -43.1, -128.0
2024 235 23:14:50, 321.198, 11.393,321.199, 11.392,0, 27.5,  0.7,  7.4, 27.5,  0.0, 12.0, 26.7, 12.7, 12.7, -19.5, 12.7, 12.7, -25.7, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.5, -106.3, -99.6, -79.5, -107.0, -116.9, -102.3, -43.2, -43.0, -97.0, -43.0, -43.1, -128.0
2024 235 23:14:51, 321.268, 11.487,321.268, 11.486,0, 27.5,  0.7,  7.5, 27.5,  0.0, 12.0, 26.7, 12.4, 12.4, -26.7, 12.3, 12.3, -25.6, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.5, -106.3, -99.5, -79.5, -107.0, -116.9, -102.3, -43.2, -42.9, -98.2, -43.0, -43.0, -128.0
2024 235 23:14:52, 321.331, 11.570,321.331, 11.570,0, 27.5,  0.7,  7.5, 27.5,  0.0, 12.0, 26.7, 12.3, 12.4, -22.2, 12.3, 12.3, -4.2, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.5, -106.3, -99.5, -79.5, -107.0, -116.9, -102.3, -42.8, -43.0, -97.3, -43.3, -43.0, -128.0
2024 235 23:14:53, 321.408, 11.672,321.408, 11.674,0, 27.5,  0.7,  7.5, 27.5,  0.0, 12.0, 26.7, 12.6, 12.6, -26.8, 12.6, 12.6, -24.8, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.5, -106.3, -99.5, -79.5, -107.0, -116.9, -102.3, -42.9, -42.9, -97.9, -43.0, -43.0, -128.0
2024 235 23:14:54, 321.478, 11.770,321.479, 11.768,0, 27.6,  0.7,  7.6, 27.6,  0.0, 12.3, 26.9, 12.9, 12.8, -26.4, 12.8, 12.8, -25.3, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.4, -106.3, -99.4, -79.4, -107.0, -116.7, -102.1, -42.9, -42.8, -97.6, -42.9, -42.8, -128.0
2024 235 23:14:55, 321.549, 11.863,321.550, 11.863,0, 27.6,  0.7,  7.8, 27.6,  0.0, 12.3, 26.9, 13.0, 13.1, -27.4, 13.1, 13.1, -23.7, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.4, -106.3, -99.2, -79.4, -107.0, -116.7, -102.1, -42.8, -42.8, -99.9, -42.8, -42.8, -128.0
2024 235 23:14:56, 321.621, 11.957,321.621, 11.958,0, 27.6,  0.7,  7.8, 27.6,  0.0, 12.3, 26.9, 13.0, 12.9, -23.6, 13.0, 13.0, -21.2, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.4, -106.3, -99.2, -79.4, -107.0, -116.7, -102.1, -42.7, -42.9, -97.9, -42.9, -42.8, -128.0
2024 235 23:14:57, 321.693, 12.054,321.693, 12.054,0, 27.6,  0.7,  7.9, 27.6,  0.0, 12.3, 26.9, 13.0, 13.1, -26.0, 12.9, 13.0, -26.5, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.4, -106.3, -99.1, -79.4, -107.0, -116.7, -102.1, -42.8, -42.9, -132.9, -42.7, -42.8, -128.0
2024 235 23:14:58, 321.767, 12.150,321.766, 12.150,0, 27.6,  0.7,  7.9, 27.6,  0.0, 12.3, 26.9, 13.1, 13.1, -20.7, 13.0, 13.1, -27.1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.4, -106.3, -99.1, -79.4, -107.0, -116.7, -102.1, -42.7, -42.7, -99.6, -42.7, -42.8, -128.0
2024 235 23:14:59, 321.840, 12.247,321.839, 12.247,0, 27.7,  0.6,  8.1, 27.7,  0.0, 12.8, 26.9, 13.2, 13.2, -26.6, 13.2, 13.2, -21.8, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.3, -106.4, -98.9, -79.3, -107.0, -116.2, -102.0, -42.7, -42.8, -99.3, -42.8, -42.8, -128.0
2024 235 23:15:00, 321.913, 12.345,321.913, 12.344,0, 27.7,  0.6,  8.1, 27.7,  0.0, 12.8, 26.9, 13.5, 13.5, -26.6, 13.3, 13.4, -17.8, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.3, -106.4, -98.9, -79.3, -107.0, -116.2, -102.0, -42.7, -42.7, -98.0, -42.8, -42.8, -128.0
2024 235 23:15:01, 321.987, 12.442,321.987, 12.441,0, 27.7,  0.6,  8.2, 27.7,  0.0, 12.8, 26.9, 13.5, 13.5, -27.7, 13.4, 13.5, -24.2, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.3, -106.4, -98.8, -79.3, -107.0, -116.2, -102.0, -42.7, -42.8, -99.1, -42.7, -42.6, -128.0
2024 235 23:15:02, 322.062, 12.538,322.062, 12.539,0, 27.7,  0.6,  8.3, 27.7,  0.0, 12.8, 26.9, 13.4, 13.4, -26.8, 13.3, 13.4, -12.4, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.3, -106.4, -98.7, -79.3, -107.0, -116.2, -102.0, -42.8, -42.8, -98.5, -42.8, -42.7, -128.0
2024 235 23:15:03, 322.137, 12.636,322.137, 12.638,0, 27.8,  0.6,  8.4, 27.8,  0.0, 12.8, 26.9, 13.3, 13.4, -27.7, 13.3, 13.3, -24.4, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.2, -106.4, -98.6, -79.2, -107.0, -116.2, -102.0, -42.7, -42.7, -99.2, -42.6, -42.6, -128.0
2024 235 23:15:04, 322.212, 12.736,322.212, 12.736,0, 27.8,  0.6,  8.5, 27.8,  0.0, 13.3, 27.1, 13.4, 13.3, -24.9, 13.3, 13.3, -128.0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.2, -106.4, -98.5, -79.2, -107.0, -115.7, -101.9, -42.5, -42.6, -98.4, -42.7, -42.7, -128.0
2024 235 23:15:05, 322.289, 12.836,322.288, 12.835,0, 27.8,  0.6,  8.7, 27.8,  0.0, 13.3, 27.1, 13.1, 13.1, -3.4, 13.0, 13.0, -26.7, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.2, -106.4, -98.3, -79.2, -107.0, -115.7, -101.9, -42.5, -42.5, -111.7, -42.6, -42.6, -128.0
2024 235 23:15:06, 322.365, 12.934,322.365, 12.935,0, 27.8,  0.6,  8.7, 27.8,  0.0, 13.3, 27.1, 13.0, 12.9, -25.4, 12.9, 13.0, -23.5, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.2, -106.4, -98.3, -79.2, -107.0, -115.7, -101.9, -42.6, -42.6, -99.8, -42.6, -42.6, -128.0
2024 235 23:15:07, 322.443, 13.037,322.443, 13.035,0, 27.8,  0.6,  8.7, 27.8,  0.0, 13.3, 27.1, 13.0, 13.0, -27.0, 13.0, 13.0, -26.7, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.2, -106.4, -98.3, -79.2, -107.0, -115.7, -101.9, -42.5, -42.7, -102.4, -42.6, -42.6, -128.0
2024 235 23:15:08, 322.519, 13.136,322.520, 13.136,0, 27.9,  0.6,  8.9, 27.9,  0.0, 13.3, 27.1, 13.0, 13.0, -26.8, 13.0, 13.0, -25.7, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.1, -106.4, -98.1, -79.1, -107.0, -115.7, -101.9, -42.6, -42.6, -99.5, -42.5, -42.6, -128.0
2024 235 23:15:09, 322.600, 13.235,322.599, 13.237,0, 27.8,  0.6,  9.0, 27.8,  0.0, 13.3, 27.1, 12.9, 12.9, -27.3, 12.9, 12.8, -23.8, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.2, -106.4, -98.0, -79.2, -107.0, -115.7, -101.9, -42.6, -42.6, -99.0, -42.5, -42.6, -128.0
2024 235 23:15:10, 322.678, 13.338,322.678, 13.338,0, 27.8,  0.6,  9.1, 27.8,  0.0, 13.7, 27.1, 12.5, 12.5, -26.7, 12.5, 12.5, -16.3, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.2, -106.4, -97.9, -79.2, -107.0, -115.3, -101.8, -42.7, -42.7, -98.0, -42.7, -42.8, -128.0
2024 235 23:15:11, 322.759, 13.439,322.757, 13.440,0, 27.8,  0.6,  9.2, 27.8,  0.0, 13.7, 27.1, 12.4, 12.5, -27.1, 12.4, 12.3, -11.9, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.2, -106.4, -97.8, -79.2, -107.0, -115.3, -101.8, -42.7, -42.6, -98.0, -42.7, -42.8, -128.0
2024 235 23:15:12, 322.837, 13.542,322.837, 13.542,0, 27.8,  0.6,  9.3, 27.8,  0.0, 13.7, 27.1, 12.6, 12.6, -20.5, 12.5, 12.5, -22.4, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.2, -106.4, -97.7, -79.2, -107.0, -115.3, -101.8, -42.6, -42.6, -97.8, -42.7, -42.7, -128.0
2024 235 23:15:13, 322.918, 13.646,322.918, 13.645,0, 27.8,  0.6,  9.4, 27.8,  0.0, 13.7, 27.1, 12.6, 12.6, -27.0, 12.5, 12.5, -26.5, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.2, -106.4, -97.6, -79.2, -107.0, -115.3, -101.8, -42.6, -42.5, -98.2, -42.7, -42.6, -128.0
2024 235 23:15:14, 322.991, 13.738,322.991, 13.738,0, 27.8,  0.6,  9.5, 27.8,  0.0, 13.7, 27.1, 12.9, 12.9, -22.8, 12.8, 12.9, -25.7, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.2, -106.4, -97.5, -79.2, -107.0, -115.3, -101.8, -42.4, -42.5, -97.3, -42.6, -42.6, -128.0
2024 235 23:15:15, 323.081, 13.852,323.081, 13.852,0, 27.9,  0.6,  9.7, 27.9,  0.0, 14.2, 27.1, 13.2, 13.1, -26.7, 13.1, 13.1, -26.4, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.1, -106.4, -97.3, -79.1, -107.0, -114.8, -101.9, -42.6, -42.7, -100.5, -42.7, -42.6, -128.0
2024 235 23:15:16, 323.163, 13.957,323.164, 13.956,0, 28.0,  0.6,  9.9, 28.0,  0.0, 14.2, 27.1, 13.4, 13.4, -26.1, 13.4, 13.4, -25.3, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.0, -106.4, -97.1, -79.0, -107.0, -114.8, -101.9, -42.5, -42.5, -97.1, -42.6, -42.5, -128.0
2024 235 23:15:17, 323.245, 14.061,323.247, 14.061,0, 27.9,  0.6,  9.9, 27.9,  0.0, 14.2, 27.1, 13.5, 13.6, -28.1, 13.5, 13.5, -16.1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.2, -106.4, -97.1, -79.2, -107.0, -114.8, -101.9, -42.5, -42.6, -107.4, -42.5, -42.5, -128.0
2024 235 23:15:18, 323.330, 14.166,323.330, 14.166,0, 27.9,  0.6, 10.0, 27.9,  0.0, 14.2, 27.1, 13.5, 13.4, -24.4, 13.3, 13.4, -24.7, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.1, -106.4, -97.0, -79.1, -107.0, -114.8, -101.9, -42.6, -42.6, -98.0, -42.6, -42.6, -128.0
2024 235 23:15:19, 323.415, 14.273,323.415, 14.272,0, 28.0,  0.6, 10.2, 28.0,  0.0, 14.2, 27.1, 13.6, 13.6, -19.0, 13.6, 13.6, -24.7, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.1, -106.4, -96.8, -79.1, -107.0, -114.8, -101.9, -42.4, -42.5, -97.2, -42.5, -42.5, -128.0
2024 235 23:15:20, 323.500, 14.378,323.500, 14.378,0, 28.0,  0.6, 10.4, 28.0,  0.0, 14.9, 27.2, 14.0, 14.0, -25.3, 14.0, 14.1, -26.6, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.0, -106.4, -96.6, -79.0, -107.0, -114.1, -101.8, -42.4, -42.4, -99.5, -42.4, -42.4, -128.0
2024 235 23:15:21, 323.586, 14.485,323.585, 14.485,0, 28.0,  0.6, 10.4, 28.0,  0.0, 14.9, 27.2, 14.6, 14.6, -23.2, 14.5, 14.6, -26.7, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.0, -106.5, -96.6, -79.0, -107.0, -114.1, -101.8, -42.3, -42.2, -128.0, -42.4, -42.4, -128.0
2024 235 23:15:22, 323.672, 14.592,323.672, 14.592,0, 27.9,  0.6, 10.5, 27.9,  0.0, 14.9, 27.2, 14.7, 14.8, -27.0, 14.8, 14.8, -26.7, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.1, -106.5, -96.5, -79.1, -107.0, -114.1, -101.8, -42.3, -42.3, -98.5, -42.4, -42.4, -128.0
2024 235 23:15:23, 323.758, 14.699,323.759, 14.700,0, 27.9,  0.5, 10.8, 27.9,  0.0, 14.9, 27.2, 14.9, 14.8, -19.1, 14.7, 14.8, -26.8, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.1, -106.5, -96.3, -79.1, -107.0, -114.1, -101.8, -42.3, -42.3, -97.2, -42.4, -42.5, -128.0
2024 235 23:15:24, 323.837, 14.795,323.837, 14.797,0, 28.1,  0.6, 10.9, 28.1,  0.0, 14.9, 27.2, 14.8, 14.8, -27.1, 14.8, 14.8, -26.6, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -78.9, -106.5, -96.1, -78.9, -107.0, -114.1, -101.8, -42.2, -42.1, -96.5, -42.3, -42.3, -128.0
2024 235 23:15:25, 323.935, 14.916,323.934, 14.916,0, 28.0,  0.5, 11.0, 28.0,  0.0, 15.7, 27.4, 14.7, 14.7, -26.7, 14.7, 14.8, -25.4, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.0, -106.5, -96.0, -79.0, -107.0, -113.3, -101.6, -42.2, -42.2, -96.3, -42.2, -42.3, -128.0
2024 235 23:15:26, 324.024, 15.025,324.023, 15.025,0, 28.0,  0.5, 11.1, 28.0,  0.0, 15.7, 27.4, 14.6, 14.6, -27.3, 14.6, 14.7, -13.1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.0, -106.5, -95.9, -79.0, -107.0, -113.3, -101.6, -42.2, -42.2, -97.6, -42.3, -42.4, -128.0
2024 235 23:15:27, 324.113, 15.135,324.113, 15.135,0, 28.0,  0.5, 11.2, 28.0,  0.0, 15.7, 27.4, 14.4, 14.4, -24.1, 14.4, 14.5, -19.4, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.0, -106.5, -95.8, -79.0, -107.0, -113.3, -101.6, -42.3, -42.2, -96.5, -42.4, -42.4, -128.0
2024 235 23:15:28, 324.204, 15.246,324.203, 15.245,0, 28.0,  0.5, 11.4, 28.0,  0.0, 15.7, 27.4, 14.3, 14.3, -27.6, 14.3, 14.3, -24.3, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.0, -106.5, -95.6, -79.0, -107.0, -113.3, -101.6, -42.3, -42.3, -100.1, -42.3, -42.4, -128.0
2024 235 23:15:29, 324.295, 15.357,324.294, 15.356,0, 28.0,  0.5, 11.5, 28.0,  0.0, 15.7, 27.4, 14.4, 14.4, -26.7, 14.4, 14.4, -4.4, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.0, -106.5, -95.5, -79.0, -107.0, -113.3, -101.6, -42.4, -42.3, -96.5, -42.3, -42.3, -128.0
2024 235 23:15:30, 324.385, 15.467,324.386, 15.467,0, 28.0,  0.5, 11.6, 28.0,  0.0, 16.2, 27.4, 14.5, 14.5, -26.9, 14.5, 14.5, -20.3, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -79.0, -106.5, -95.4, -79.0, -107.0, -112.8, -101.6, -42.3, -42.2, -128.0, -42.3, -42.2, -128.0
2024 235 23:15:31, 324.477, 15.578,324.478, 15.579,0, 28.1,  0.5, 11.8, 28.1,  0.0, 16.2, 27.4, 14.5, 14.5, -26.7, 14.5, 14.5, -26.3, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -78.9, -106.5, -95.2, -78.9, -107.0, -112.8, -101.6, -42.2, -42.1, -96.5, -42.3, -42.3, -128.0
2024 235 23:15:32, 324.571, 15.692,324.571, 15.692,0, 28.1,  0.5, 11.9, 28.1,  0.0, 16.2, 27.4, 14.8, 14.8, -27.7, 14.8, 14.9, -26.0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -78.9, -106.5, -95.1, -78.9, -107.0, -112.8, -101.6, -42.1, -42.1, -128.0, -42.3, -42.3, -128.0
2024 235 23:15:33, 324.664, 15.802,324.665, 15.805,0, 28.2,  0.5, 12.0, 28.2,  0.0, 16.2, 27.4, 15.0, 15.0, -26.8, 14.9, 14.9, -24.3, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -78.9, -106.5, -95.0, -78.9, -107.0, -112.8, -101.6, -42.0, -42.0, -98.0, -42.3, -42.2, -128.0
2024 235 23:15:34, 324.760, 15.918,324.760, 15.918,0, 28.1,  0.5, 12.1, 28.1,  0.0, 16.2, 27.4, 15.2, 15.2, -27.7, 15.2, 15.2, -22.5, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -78.9, -106.5, -94.9, -78.9, -107.0, -112.8, -101.6, -42.1, -42.1, -128.0, -42.1, -42.2, -128.0
